Time, Quadrant Number, Ball Colour, Event Type
46.83, 2, white, Exit
47.20, 4, red, Exit
47.63, 3, red, Exit
48.00, 1, red, Exit
48.03, 3, red, Exit
48.10, 1, red, Exit
48.13, 3, red, Exit
48.17, 2, red, Exit
48.23, 3, red, Exit
48.27, 1, red, Exit
48.27, 2, red, Exit
48.30, 3, red, Exit
48.40, 4, red, Exit
48.87, 3, red, Exit
48.90, 2, red, Exit
48.93, 3, red, Exit
49.00, 4, white, Exit
49.00, 2, white, Exit
49.03, 4, white, Exit
49.03, 2, white, Exit
49.07, 4, white, Exit
49.07, 2, white, Exit
49.10, 4, white, Exit
49.10, 2, white, Exit
49.10, 4, white, Exit
49.13, 2, white, Exit
49.13, 1, white, Exit
49.13, 4, white, Exit
49.17, 2, white, Exit
49.17, 1, white, Exit
49.17, 4, white, Exit
49.20, 2, white, Exit
49.20, 1, white, Exit
49.20, 2, white, Exit
49.20, 4, white, Exit
49.23, 1, red, Exit
49.23, 1, white, Exit
49.23, 2, white, Exit
49.23, 4, white, Exit
49.27, 3, red, Exit
49.27, 2, white, Exit
49.27, 1, white, Exit
49.30, 4, white, Exit
49.30, 2, white, Exit
49.30, 1, white, Exit
49.30, 2, white, Exit
49.30, 4, white, Exit
49.33, 1, white, Exit
49.33, 2, white, Exit
49.33, 1, white, Exit
49.33, 4, white, Exit
49.37, 2, white, Exit
49.37, 1, white, Exit
49.37, 2, white, Exit
49.37, 4, white, Exit
49.40, 2, white, Exit
49.40, 1, white, Exit
49.40, 4, white, Exit
49.43, 1, white, Exit
49.43, 2, white, Exit
49.47, 4, red, Exit
49.47, 4, white, Exit
49.47, 2, white, Exit
49.47, 4, white, Exit
49.50, 2, white, Exit
49.50, 4, white, Exit
49.53, 2, white, Exit
49.53, 4, white, Exit
49.57, 2, white, Exit
49.57, 4, white, Exit
49.60, 2, white, Exit
49.60, 4, white, Exit
49.63, 3, red, Exit
49.63, 2, white, Exit
49.63, 4, white, Exit
49.67, 1, white, Exit
49.67, 2, white, Exit
49.67, 4, white, Exit
49.70, 2, white, Exit
49.70, 4, white, Exit
49.73, 1, red, Exit
49.73, 2, white, Exit
49.73, 4, white, Exit
49.77, 2, white, Exit
49.77, 4, white, Exit
49.80, 2, white, Exit
49.80, 4, white, Exit
49.83, 3, red, Exit
49.83, 2, white, Exit
49.83, 4, white, Exit
49.87, 2, white, Exit
49.87, 4, white, Exit
49.90, 2, red, Exit
49.90, 2, white, Exit
49.90, 4, white, Exit
49.93, 3, red, Exit
49.93, 2, white, Exit
49.93, 4, white, Exit
49.97, 4, red, Exit
49.97, 2, white, Exit
49.97, 4, white, Exit
50.00, 1, red, Exit
50.00, 2, white, Exit
50.03, 4, white, Exit
50.03, 2, white, Exit
50.20, 4, red, Exit
50.23, 3, red, Exit
50.43, 2, red, Exit
50.43, 1, red, Exit
50.43, 2, red, Exit
50.50, 3, red, Exit
50.60, 1, red, Exit
50.63, 3, red, Exit
50.63, 1, red, Exit
50.67, 3, red, Exit
50.73, 4, red, Exit
50.73, 2, red, Exit
50.77, 3, red, Exit
50.77, 4, red, Exit
50.77, 2, red, Exit
50.80, 3, red, Exit
50.83, 2, red, Exit
50.87, 3, red, Exit
51.17, 2, red, Exit
51.20, 3, red, Exit
51.37, 2, red, Exit
51.40, 3, red, Exit
51.43, 1, red, Exit
51.47, 3, red, Exit
51.50, 1, red, Exit
51.53, 3, red, Exit
51.57, 2, red, Exit
51.60, 1, red, Exit
51.73, 2, red, Exit
51.77, 4, red, Exit
51.80, 2, red, Exit
51.83, 4, red, Exit
51.87, 2, red, Exit
51.90, 4, red, Exit
51.90, 2, red, Exit
51.90, 4, white, Exit
51.90, 2, white, Exit
51.93, 4, red, Exit
51.93, 4, white, Exit
51.93, 2, white, Exit
51.97, 1, red, Exit
51.97, 4, white, Exit
51.97, 2, white, Exit
52.00, 4, red, Exit
52.00, 4, white, Exit
52.00, 2, white, Exit
52.03, 3, red, Exit
52.03, 4, red, Exit
52.03, 2, red, Exit
52.03, 4, white, Exit
52.03, 2, white, Exit
52.07, 4, red, Exit
52.07, 4, white, Exit
52.07, 2, white, Exit
52.10, 3, red, Exit
52.10, 4, red, Exit
52.10, 4, white, Exit
52.10, 2, white, Exit
52.13, 2, red, Exit
52.17, 4, red, Exit
52.17, 1, red, Exit
52.20, 4, red, Exit
52.27, 2, red, Exit
52.30, 4, red, Exit
52.30, 1, red, Exit
52.33, 4, red, Exit
52.33, 2, red, Exit
52.33, 4, white, Exit
52.33, 2, white, Exit
52.37, 4, red, Exit
52.37, 2, red, Exit
52.37, 4, white, Exit
52.37, 2, white, Exit
52.40, 4, red, Exit
52.40, 2, red, Exit
52.43, 4, red, Exit
52.43, 4, white, Exit
52.43, 2, white, Exit
52.47, 1, red, Exit
52.50, 4, red, Exit
52.50, 1, red, Exit
52.53, 4, red, Exit
52.77, 2, red, Exit
52.80, 4, red, Exit
52.80, 2, red, Exit
52.83, 4, red, Exit
52.83, 1, red, Exit
52.87, 4, red, Exit
52.90, 1, red, Exit
52.93, 4, red, Exit
52.97, 3, red, Exit
52.97, 4, red, Exit
52.97, 2, red, Exit
53.00, 4, red, Exit
53.00, 2, red, Exit
53.03, 3, red, Exit
53.03, 4, red, Exit
53.10, 3, red, Exit
53.10, 4, red, Exit
53.13, 3, red, Exit
53.13, 4, red, Exit
53.13, 1, red, Exit
53.17, 3, red, Exit
53.17, 4, red, Exit
53.30, 3, red, Exit
53.30, 4, red, Exit
53.47, 2, red, Exit
53.50, 4, red, Exit
53.50, 2, red, Exit
53.53, 4, red, Exit
53.53, 2, red, Exit
53.57, 4, red, Exit
53.57, 2, red, Exit
53.57, 4, white, Exit
53.57, 2, white, Exit
53.60, 4, red, Exit
53.67, 1, red, Exit
53.70, 4, red, Exit
53.77, 3, red, Exit
53.77, 4, red, Exit
53.80, 3, red, Exit
53.80, 4, red, Exit
53.80, 1, red, Exit
53.83, 4, red, Exit
54.03, 3, red, Exit
54.03, 4, red, Exit
54.10, 2, red, Exit
54.13, 4, red, Exit
54.23, 2, red, Exit
54.27, 4, red, Exit
54.27, 1, red, Exit
54.30, 4, red, Exit
54.30, 1, red, Exit
54.33, 4, red, Exit
54.57, 2, red, Exit
54.60, 4, red, Exit
54.60, 2, red, Exit
54.63, 4, red, Exit
54.63, 4, white, Exit
54.63, 2, white, Exit
54.67, 3, red, Exit
54.67, 4, red, Exit
54.70, 3, red, Exit
54.70, 4, red, Exit
54.70, 1, red, Exit
54.73, 3, red, Exit
54.73, 4, red, Exit
54.73, 4, white, Exit
54.73, 2, white, Exit
54.87, 4, white, Exit
54.87, 2, white, Exit
54.90, 4, white, Exit
54.90, 2, white, Exit
55.10, 1, red, Exit
55.13, 4, red, Exit
55.13, 2, red, Exit
55.17, 4, red, Exit
55.17, 2, red, Exit
55.17, 4, white, Exit
55.17, 2, white, Exit
55.20, 3, red, Exit
55.20, 4, red, Exit
55.20, 2, red, Exit
55.23, 4, red, Exit
55.33, 4, white, Exit
55.33, 1, white, Exit
55.33, 2, white, Exit
55.37, 4, white, Exit
55.37, 2, white, Exit
55.40, 4, white, Exit
55.40, 2, white, Exit
55.43, 4, white, Exit
55.43, 2, white, Exit
55.47, 4, white, Exit
55.47, 2, white, Exit
55.50, 4, white, Exit
55.50, 1, white, Exit
55.50, 2, white, Exit
55.53, 4, white, Exit
55.53, 2, white, Exit
55.57, 4, white, Exit
55.57, 2, white, Exit
55.80, 1, red, Exit
55.83, 4, red, Exit
55.83, 1, red, Exit
55.87, 4, red, Exit
55.87, 1, red, Exit
55.90, 4, red, Exit
56.07, 1, red, Exit
56.10, 4, red, Exit
56.17, 1, red, Exit
56.20, 4, red, Exit
56.30, 3, red, Exit
56.30, 4, red, Exit
56.33, 3, red, Exit
56.33, 4, red, Exit
56.33, 1, red, Exit
56.37, 3, red, Exit
56.37, 4, red, Exit
56.40, 3, red, Exit
56.40, 4, red, Exit
56.43, 3, red, Exit
56.43, 4, red, Exit
56.50, 3, red, Exit
56.50, 4, red, Exit
56.57, 3, red, Exit
56.57, 4, red, Exit
56.60, 1, red, Exit
56.60, 2, red, Exit
56.63, 4, red, Exit
57.00, 3, red, Exit
57.00, 4, red, Exit
57.10, 4, white, Exit
57.10, 2, white, Exit
57.13, 3, red, Exit
57.13, 4, red, Exit
57.17, 4, white, Exit
57.17, 1, white, Exit
57.17, 2, white, Exit
57.20, 4, white, Exit
57.20, 2, white, Exit
57.23, 4, white, Exit
57.23, 1, white, Exit
57.23, 2, white, Exit
57.27, 1, red, Exit
57.27, 4, white, Exit
57.27, 2, white, Exit
57.30, 3, red, Exit
57.30, 4, red, Exit
57.30, 4, white, Exit
57.30, 2, white, Exit
57.33, 3, red, Exit
57.33, 4, red, Exit
57.33, 2, red, Exit
57.37, 4, red, Exit
57.50, 1, red, Exit
57.53, 4, red, Exit
57.57, 1, red, Exit
57.60, 4, red, Exit
57.60, 1, red, Exit
57.63, 4, red, Exit
57.63, 1, red, Exit
57.67, 4, red, Exit
57.70, 4, white, Exit
57.70, 2, white, Exit
57.77, 1, red, Exit
57.77, 2, red, Exit
57.80, 4, red, Exit
57.87, 3, red, Exit
57.87, 4, red, Exit
58.07, 3, red, Exit
58.07, 4, red, Exit
58.07, 2, red, Exit
58.10, 3, red, Exit
58.10, 4, red, Exit
58.13, 4, white, Exit
58.13, 2, white, Exit
58.20, 3, red, Exit
58.20, 4, red, Exit
58.20, 1, red, Exit
58.23, 3, red, Exit
58.23, 4, red, Exit
58.23, 4, white, Exit
58.23, 2, white, Exit
58.27, 3, red, Exit
58.27, 4, red, Exit
58.30, 4, white, Exit
58.30, 2, white, Exit
58.33, 3, red, Exit
58.33, 4, red, Exit
58.37, 2, red, Exit
58.37, 4, white, Exit
58.37, 2, white, Exit
58.40, 3, red, Exit
58.40, 4, red, Exit
58.40, 2, red, Exit
58.43, 4, red, Exit
58.47, 4, white, Exit
58.47, 2, white, Exit
58.57, 3, red, Exit
58.57, 4, red, Exit
58.57, 4, white, Exit
58.57, 2, white, Exit
58.63, 1, red, Exit
58.67, 4, red, Exit
58.73, 1, red, Exit
58.77, 4, red, Exit
58.87, 3, red, Exit
58.87, 4, red, Exit
58.87, 2, red, Exit
58.90, 4, red, Exit
58.93, 4, white, Exit
58.93, 2, white, Exit
59.00, 2, red, Exit
59.00, 4, white, Exit
59.00, 2, white, Exit
59.03, 3, red, Exit
59.03, 4, red, Exit
59.17, 3, red, Exit
59.17, 2, red, Exit
59.20, 4, red, Exit
59.30, 1, red, Exit
59.33, 4, red, Exit
59.43, 3, red, Exit
59.43, 4, red, Exit
59.53, 3, red, Exit
59.53, 4, red, Exit
59.53, 1, red, Exit
59.53, 2, red, Exit
59.57, 4, red, Exit
59.60, 3, red, Exit
59.60, 4, red, Exit
59.60, 4, white, Exit
59.60, 2, white, Exit
59.67, 4, white, Exit
59.67, 2, white, Exit
59.73, 3, red, Exit
59.73, 4, red, Exit
59.73, 3, red, Exit
59.77, 4, red, Exit
59.77, 1, red, Exit
59.80, 3, red, Exit
59.80, 4, red, Exit
59.80, 2, red, Exit
59.80, 4, white, Exit
59.80, 2, white, Exit
59.83, 4, red, Exit
59.87, 3, red, Exit
59.87, 2, red, Exit
59.90, 4, red, Exit
59.90, 2, red, Exit
59.93, 4, red, Exit
59.93, 2, red, Exit
59.93, 4, white, Exit
59.93, 2, white, Exit
59.97, 4, red, Exit
60.00, 4, white, Exit
60.00, 2, white, Exit
60.03, 3, red, Exit
60.03, 4, red, Exit
60.03, 2, red, Exit
60.07, 3, red, Exit
60.07, 4, red, Exit
60.07, 2, red, Exit
60.10, 4, red, Exit
60.10, 1, red, Exit
60.10, 2, red, Exit
60.13, 4, red, Exit
60.13, 1, red, Exit
60.13, 2, red, Exit
60.13, 4, white, Exit
60.17, 4, red, Exit
60.17, 1, red, Exit
60.17, 2, white, Exit
60.20, 4, red, Exit
60.20, 2, red, Exit
60.20, 1, red, Exit
60.23, 4, red, Exit
60.23, 3, red, Exit
60.23, 2, red, Exit
60.27, 3, red, Exit
60.27, 4, red, Exit
60.30, 3, red, Exit
60.30, 4, red, Exit
60.33, 3, red, Exit
60.33, 4, red, Exit
60.33, 1, red, Exit
60.37, 3, red, Exit
60.37, 4, red, Exit
60.37, 1, red, Exit
60.37, 4, white, Exit
60.37, 2, white, Exit
60.40, 4, red, Exit
60.40, 1, red, Exit
60.43, 4, red, Exit
60.43, 3, red, Exit
60.43, 1, red, Exit
60.43, 4, white, Exit
60.43, 2, white, Exit
60.47, 4, red, Exit
60.47, 1, red, Exit
60.50, 4, red, Exit
60.53, 1, red, Exit
60.53, 2, red, Exit
60.57, 4, red, Exit
60.57, 1, red, Exit
60.60, 4, red, Exit
60.60, 1, red, Exit
60.60, 3, white, Exit
60.60, 2, white, Exit
60.63, 4, red, Exit
60.63, 2, red, Exit
60.67, 4, red, Exit
60.67, 2, red, Exit
60.67, 4, white, Exit
60.67, 2, white, Exit
60.70, 4, red, Exit
60.70, 1, red, Exit
60.70, 2, red, Exit
60.73, 4, red, Exit
60.73, 3, white, Exit
60.73, 2, white, Exit
60.77, 1, red, Exit
60.77, 3, white, Exit
60.77, 2, white, Exit
60.80, 4, red, Exit
60.80, 3, white, Exit
60.83, 4, white, Exit
60.83, 2, white, Exit
60.87, 1, red, Exit
60.87, 4, white, Exit
60.90, 3, red, Exit
60.90, 4, red, Exit
60.90, 1, red, Exit
60.93, 3, red, Exit
60.93, 4, red, Exit
60.93, 3, red, Exit
60.93, 2, white, Exit
60.97, 4, red, Exit
61.00, 1, red, Exit
61.03, 4, red, Exit
61.07, 4, white, Exit
61.07, 2, white, Exit
61.30, 2, red, Exit
61.33, 4, red, Exit
61.43, 1, red, Exit
61.43, 4, white, Exit
61.43, 2, white, Exit
61.47, 4, red, Exit
61.47, 1, red, Exit
61.47, 4, white, Exit
61.47, 2, white, Exit
61.50, 4, red, Exit
61.50, 4, white, Exit
61.50, 2, white, Exit
61.60, 4, white, Exit
61.60, 2, white, Exit
61.63, 2, red, Exit
61.67, 4, red, Exit
61.80, 4, white, Exit
61.80, 2, white, Exit
61.83, 1, red, Exit
61.83, 4, white, Exit
61.83, 2, white, Exit
61.87, 4, red, Exit
61.87, 1, red, Exit
61.87, 4, white, Exit
61.87, 2, white, Exit
61.90, 4, red, Exit
61.90, 1, red, Exit
61.90, 4, white, Exit
61.90, 2, white, Exit
61.93, 4, red, Exit
61.93, 1, red, Exit
61.93, 4, white, Exit
61.93, 2, white, Exit
61.97, 4, red, Exit
61.97, 1, red, Exit
61.97, 4, white, Exit
61.97, 2, white, Exit
62.00, 4, red, Exit
62.00, 4, white, Exit
62.00, 2, white, Exit
62.03, 4, white, Exit
62.03, 2, white, Exit
62.07, 4, white, Exit
62.07, 2, white, Exit
62.27, 1, red, Exit
62.30, 4, red, Exit
62.30, 3, white, Exit
62.30, 2, white, Exit
62.37, 3, red, Exit
62.37, 2, red, Exit
62.40, 4, red, Exit
62.40, 2, red, Exit
62.40, 3, white, Exit
62.40, 2, white, Exit
62.43, 4, red, Exit
62.43, 3, white, Exit
62.43, 2, white, Exit
62.47, 2, red, Exit
62.47, 3, white, Exit
62.47, 2, white, Exit
62.50, 4, red, Exit
62.50, 3, white, Exit
62.50, 2, white, Exit
62.53, 2, red, Exit
62.53, 3, white, Exit
62.53, 2, white, Exit
62.57, 4, red, Exit
62.57, 3, red, Exit
62.57, 1, red, Exit
62.57, 3, white, Exit
62.57, 2, white, Exit
62.60, 4, red, Exit
62.60, 2, red, Exit
62.60, 3, white, Exit
62.60, 2, white, Exit
62.63, 4, red, Exit
62.63, 3, white, Exit
62.63, 4, white, Exit
62.63, 2, white, Exit
62.67, 3, red, Exit
62.67, 4, red, Exit
62.67, 3, white, Exit
62.67, 2, white, Exit
62.70, 3, red, Exit
62.70, 4, red, Exit
62.80, 4, white, Exit
62.80, 2, white, Exit
62.83, 4, white, Exit
62.87, 2, white, Exit
62.90, 3, red, Exit
62.90, 1, red, Exit
62.93, 4, red, Exit
62.93, 1, red, Exit
62.93, 4, white, Exit
62.93, 2, white, Exit
62.97, 4, red, Exit
62.97, 3, red, Exit
62.97, 1, red, Exit
63.00, 4, red, Exit
63.03, 1, red, Exit
63.07, 4, red, Exit
63.07, 1, red, Exit
63.10, 3, red, Exit
63.10, 4, red, Exit
63.13, 3, red, Exit
63.13, 4, red, Exit
63.17, 3, white, Exit
63.17, 2, white, Exit
63.20, 3, red, Exit
63.20, 4, red, Exit
63.23, 3, red, Exit
63.23, 4, red, Exit
63.30, 3, red, Exit
63.30, 4, red, Exit
63.30, 3, red, Exit
63.33, 4, red, Exit
63.33, 1, red, Exit
63.37, 3, red, Exit
63.37, 4, red, Exit
63.40, 3, red, Exit
63.40, 4, red, Exit
63.40, 2, red, Exit
63.43, 3, red, Exit
63.43, 4, red, Exit
63.43, 2, red, Exit
63.47, 3, red, Exit
63.47, 4, red, Exit
63.50, 3, red, Exit
63.50, 4, red, Exit
63.50, 1, red, Exit
63.53, 3, red, Exit
63.53, 4, red, Exit
63.53, 1, red, Exit
63.53, 4, white, Exit
63.53, 2, white, Exit
63.57, 3, red, Exit
63.57, 4, red, Exit
63.57, 1, red, Exit
63.60, 4, red, Exit
63.67, 2, red, Exit
63.70, 3, red, Exit
63.70, 4, red, Exit
63.73, 1, red, Exit
63.77, 4, red, Exit
63.77, 4, white, Exit
63.77, 2, white, Exit
63.80, 1, red, Exit
63.83, 3, red, Exit
63.83, 4, red, Exit
63.83, 3, white, Exit
63.83, 2, white, Exit
63.87, 1, red, Exit
63.87, 4, white, Exit
63.87, 2, white, Exit
63.90, 4, red, Exit
63.90, 1, red, Exit
63.90, 4, white, Exit
63.90, 2, white, Exit
63.93, 4, red, Exit
63.97, 1, red, Exit
64.00, 4, red, Exit
64.00, 4, white, Exit
64.00, 2, white, Exit
64.03, 4, white, Exit
64.03, 2, white, Exit
64.10, 2, red, Exit
64.13, 4, red, Exit
64.23, 3, red, Exit
64.30, 2, red, Exit
64.47, 3, red, Exit
64.50, 4, red, Exit
64.53, 3, red, Exit
64.53, 4, red, Exit
64.53, 2, red, Exit
64.57, 3, red, Exit
64.57, 4, red, Exit
64.57, 1, red, Exit
64.60, 3, red, Exit
64.60, 2, red, Exit
64.63, 1, red, Exit
64.67, 3, red, Exit
64.67, 4, red, Exit
64.73, 3, red, Exit
64.73, 4, red, Exit
64.80, 2, red, Exit
64.90, 3, red, Exit
64.90, 1, red, Exit
64.93, 4, red, Exit
64.97, 1, red, Exit
65.00, 3, red, Exit
65.00, 4, red, Exit
65.00, 3, red, Exit
65.00, 2, red, Exit
65.03, 4, red, Exit
65.13, 2, red, Exit
65.13, 1, red, Exit
65.17, 4, red, Exit
65.17, 2, red, Exit
65.20, 4, red, Exit
65.23, 2, red, Exit
65.30, 3, red, Exit
65.30, 4, red, Exit
65.33, 3, red, Exit
65.33, 4, red, Exit
65.33, 1, red, Exit
65.37, 3, red, Exit
65.37, 1, red, Exit
65.37, 2, red, Exit
65.50, 3, red, Exit
65.50, 4, red, Exit
65.60, 3, red, Exit
65.63, 4, red, Exit
65.63, 3, red, Exit
65.63, 1, red, Exit
65.67, 4, red, Exit
65.67, 1, red, Exit
65.70, 4, red, Exit
65.73, 1, red, Exit
65.77, 3, red, Exit
65.77, 4, red, Exit
65.77, 1, red, Exit
65.80, 4, red, Exit
65.83, 3, red, Exit
66.30, 2, red, Exit
66.47, 4, red, Exit
66.53, 3, red, Exit
66.53, 4, red, Exit
66.53, 2, red, Exit
66.57, 3, red, Exit
66.57, 4, red, Exit
66.57, 2, red, Exit
66.60, 4, red, Exit
66.63, 4, white, Exit
66.63, 2, white, Exit
66.67, 3, red, Exit
66.67, 4, white, Exit
66.67, 2, white, Exit
66.70, 4, white, Exit
66.70, 2, white, Exit
66.70, 4, white, Exit
66.73, 2, white, Exit
66.73, 1, white, Exit
66.73, 4, white, Exit
66.77, 2, white, Exit
66.77, 1, white, Exit
66.77, 4, white, Exit
66.80, 1, red, Exit
66.80, 2, white, Exit
66.80, 1, white, Exit
66.80, 2, white, Exit
66.80, 4, white, Exit
66.83, 4, red, Exit
66.83, 2, white, Exit
66.83, 4, white, Exit
66.87, 2, white, Exit
66.87, 4, white, Exit
66.90, 2, white, Exit
66.90, 1, white, Exit
66.90, 4, white, Exit
66.93, 1, white, Exit
66.93, 2, white, Exit
66.93, 4, white, Exit
66.97, 1, white, Exit
66.97, 2, white, Exit
66.97, 4, white, Exit
67.00, 2, white, Exit
67.03, 3, red, Exit
67.20, 2, red, Exit
67.40, 3, red, Exit
67.43, 4, red, Exit
67.43, 3, red, Exit
67.50, 2, red, Exit
67.57, 3, red, Exit
67.57, 4, red, Exit
67.57, 3, red, Exit
67.63, 4, red, Exit
67.70, 3, red, Exit
67.73, 4, red, Exit
67.80, 2, red, Exit
67.83, 4, red, Exit
67.93, 3, red, Exit
67.93, 1, red, Exit
67.97, 2, red, Exit
68.07, 3, red, Exit
68.23, 1, red, Exit
68.23, 2, red, Exit
68.27, 1, red, Exit
68.37, 4, red, Exit
68.37, 2, red, Exit
68.40, 3, red, Exit
68.40, 2, red, Exit
68.53, 1, red, Exit
68.83, 3, red, Exit
68.83, 2, red, Exit
68.87, 3, red, Exit
68.93, 1, red, Exit
68.97, 3, red, Exit
68.97, 1, red, Exit
69.17, 3, red, Exit
69.37, 2, red, Exit
69.47, 3, red, Exit
69.50, 4, red, Exit
69.50, 2, red, Exit
69.57, 4, red, Exit
69.57, 3, red, Exit
69.60, 4, red, Exit
69.77, 3, red, Exit
69.77, 1, red, Exit
69.93, 3, red, Exit
70.23, 1, red, Exit
70.30, 3, red, Exit
70.37, 4, red, Exit
70.40, 3, red, Exit
70.60, 1, red, Exit
70.77, 2, red, Exit
70.93, 3, red, Exit
71.00, 2, red, Exit
71.17, 1, red, Exit
71.20, 3, red, Exit
71.27, 4, red, Exit
71.40, 3, red, Exit
71.40, 1, red, Exit
71.43, 3, red, Exit
71.43, 2, red, Exit
71.50, 1, red, Exit
71.53, 2, red, Exit
71.57, 3, red, Exit
71.63, 4, red, Exit
71.87, 3, red, Exit
71.90, 2, red, Exit
71.93, 3, red, Exit
71.93, 2, red, Exit
71.93, 1, red, Exit
72.10, 3, red, Exit
72.17, 4, red, Exit
72.23, 2, red, Exit
72.27, 4, red, Exit
72.33, 3, red, Exit
72.33, 4, red, Exit
72.33, 3, red, Exit
72.33, 4, white, Exit
72.33, 2, white, Exit
72.37, 1, red, Exit
72.40, 4, white, Exit
72.40, 2, white, Exit
72.43, 4, white, Exit
72.43, 2, white, Exit
72.43, 4, white, Exit
72.47, 3, red, Exit
72.47, 2, white, Exit
72.47, 4, white, Exit
72.50, 2, white, Exit
72.50, 1, white, Exit
72.50, 4, white, Exit
72.53, 2, white, Exit
72.53, 1, white, Exit
72.53, 4, white, Exit
72.57, 2, white, Exit
72.57, 1, white, Exit
72.57, 4, white, Exit
72.60, 1, red, Exit
72.60, 1, white, Exit
72.60, 2, white, Exit
72.60, 4, white, Exit
72.63, 1, white, Exit
72.63, 2, white, Exit
72.63, 4, white, Exit
72.67, 3, red, Exit
72.67, 1, red, Exit
72.67, 2, white, Exit
72.67, 1, white, Exit
72.67, 2, white, Exit
72.67, 4, white, Exit
72.70, 1, white, Exit
72.70, 2, white, Exit
72.70, 4, white, Exit
72.73, 1, white, Exit
72.73, 2, white, Exit
72.73, 4, white, Exit
72.77, 2, red, Exit
72.77, 2, white, Exit
72.77, 1, white, Exit
72.77, 4, white, Exit
72.80, 3, red, Exit
72.80, 2, white, Exit
72.80, 1, white, Exit
72.80, 4, white, Exit
72.83, 2, white, Exit
72.83, 4, white, Exit
72.87, 2, white, Exit
72.87, 4, white, Exit
72.90, 2, white, Exit
72.90, 1, white, Exit
72.90, 4, white, Exit
72.93, 2, white, Exit
72.97, 4, white, Exit
72.97, 2, white, Exit
72.97, 4, white, Exit
73.00, 1, red, Exit
73.00, 2, white, Exit
73.00, 4, white, Exit
73.03, 2, white, Exit
73.03, 4, white, Exit
73.07, 2, white, Exit
73.07, 4, white, Exit
73.10, 2, white, Exit
73.10, 4, white, Exit
73.13, 2, white, Exit
73.13, 4, white, Exit
73.17, 2, white, Exit
73.17, 4, white, Exit
73.20, 3, red, Exit
73.20, 2, white, Exit
73.20, 4, white, Exit
73.23, 2, white, Exit
73.23, 4, white, Exit
73.27, 2, white, Exit
73.27, 4, white, Exit
73.30, 2, white, Exit
73.30, 4, white, Exit
73.33, 2, white, Exit
73.37, 4, white, Exit
73.37, 2, white, Exit
73.37, 4, white, Exit
73.40, 2, white, Exit
73.40, 4, white, Exit
73.43, 2, white, Exit
73.43, 4, white, Exit
73.47, 2, white, Exit
73.47, 4, white, Exit
73.50, 2, white, Exit
73.50, 4, white, Exit
73.53, 2, white, Exit
73.53, 4, white, Exit
73.57, 4, red, Exit
73.57, 2, white, Exit
73.57, 4, white, Exit
73.60, 2, white, Exit
73.60, 4, white, Exit
73.63, 3, red, Exit
73.63, 2, white, Exit
73.63, 4, white, Exit
73.67, 2, white, Exit
73.67, 4, white, Exit
73.70, 1, red, Exit
73.70, 2, white, Exit
73.70, 4, white, Exit
73.73, 2, white, Exit
73.73, 4, white, Exit
73.77, 2, white, Exit
73.77, 4, white, Exit
73.80, 2, white, Exit
73.80, 4, white, Exit
73.83, 2, white, Exit
73.83, 4, white, Exit
73.87, 2, white, Exit
73.87, 4, white, Exit
73.90, 2, red, Exit
73.90, 2, white, Exit
73.90, 4, white, Exit
73.93, 3, red, Exit
73.93, 2, white, Exit
73.93, 4, white, Exit
73.97, 2, white, Exit
73.97, 4, white, Exit
74.00, 2, white, Exit
74.03, 4, white, Exit
74.03, 2, white, Exit
74.07, 4, white, Exit
74.07, 2, white, Exit
74.17, 4, red, Exit
74.20, 3, red, Exit
74.27, 2, red, Exit
74.40, 1, red, Exit
74.43, 4, red, Exit
74.47, 2, red, Exit
74.57, 3, red, Exit
74.57, 2, red, Exit
74.60, 3, red, Exit
74.63, 1, red, Exit
74.67, 3, red, Exit
74.67, 1, red, Exit
74.70, 3, red, Exit
74.70, 1, red, Exit
74.93, 3, red, Exit
74.93, 2, red, Exit
74.97, 1, red, Exit
75.00, 3, red, Exit
75.17, 1, red, Exit
75.30, 3, red, Exit
75.30, 1, red, Exit
75.40, 3, red, Exit
75.40, 1, red, Exit
75.43, 3, red, Exit
75.43, 4, red, Exit
75.43, 1, red, Exit
75.47, 4, red, Exit
75.47, 3, red, Exit
75.47, 1, red, Exit
75.50, 3, red, Exit
75.50, 4, red, Exit
75.50, 1, red, Exit
75.53, 4, red, Exit
75.53, 3, red, Exit
75.53, 4, red, Exit
75.53, 1, red, Exit
75.57, 4, red, Exit
75.57, 1, red, Exit
75.60, 4, red, Exit
75.60, 3, red, Exit
75.60, 4, red, Exit
75.63, 2, red, Exit
75.67, 3, red, Exit
75.67, 4, red, Exit
75.67, 2, red, Exit
75.67, 1, red, Exit
75.70, 3, red, Exit
75.70, 4, red, Exit
75.70, 1, red, Exit
75.73, 4, red, Exit
75.73, 1, red, Exit
75.77, 4, red, Exit
75.77, 4, white, Exit
75.77, 2, white, Exit
75.80, 3, red, Exit
75.80, 4, red, Exit
75.83, 3, red, Exit
75.83, 4, red, Exit
75.83, 4, white, Exit
75.83, 2, white, Exit
75.87, 3, red, Exit
75.87, 4, red, Exit
75.90, 4, white, Exit
75.90, 2, white, Exit
75.93, 4, white, Exit
75.93, 2, white, Exit
75.97, 3, red, Exit
75.97, 4, red, Exit
75.97, 1, red, Exit
75.97, 4, white, Exit
75.97, 2, white, Exit
76.00, 4, white, Exit
76.00, 2, white, Exit
76.03, 4, red, Exit
76.03, 2, red, Exit
76.07, 3, red, Exit
76.07, 4, white, Exit
